,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,小区介绍,户型介绍,税费解析,周边配套,售房详情,权属抵押,交通出行,适宜人群,装修描述,房源核验码,查询房管备案记录,用水类型,用电类型,燃气价格,别墅类型
1819,怡美花园 2室1厅 南,120万,14185,钟楼区五星,怡美花园,2室1厅1厨1卫,高楼层 (共33层),84.6㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,一梯五户,有,暂无数据,2023-10-11,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 60万元,未上传房本照片,,,,,,,,,,,,,,,,
1820,万福花园大三房出售！三室两厅一卫！中间楼层！不错的,140万,12206,钟楼区五星,万福花园,3室2厅1厨1卫,中楼层 (共6层),114.7㎡,暂无数据,暂无数据,塔楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-05-03,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 90万元 民生银行 业主自还,未上传房本照片,万福花园大三房出售！三室两厅一卫！中间楼层！不错的哇，,,,,,目前房东不在这边住了，需要把房子卖掉，买到自己生活的区域，诚心出售，价格可以谈的！,房子全款无抵押，交易安全透明，贝壳承诺，交易不成，佣金全退，,,房子为楼梯房三楼，中间楼层，看房提前预约，随时可看，价格可以谈的，房子老少皆宜！,,,,,,,
1821,凯纳商务广场 1室1厅 南,78万,10648,钟楼区五星,凯纳商务广场,1室1厅1厨1卫,中楼层 (共60层),73.26㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,六梯二十三户,有,暂无数据,2023-05-29,商品房,暂无数据,商住两用,暂无数据,共有,有抵押,未上传房本照片,,,,,,,,,,,,,民水,民电,2.45元/m3,
1822,西新桥三村，生活配套齐全，两房朝南，交通便利,96万,11383,钟楼区五星,西新桥三村,3室1厅1厨1卫,中楼层 (共6层),84.34㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-07-29,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,小区内有健身器材，生活便利，成熟小区，门口就有幼儿园,,户型方正，布局合理，两房朝南，一卧室带大阳台，楼层位置不影响采光，居住舒适,"1、首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%；2、增值税：产证满2年免收增值税，未满2年征收5.3％； 3、个税：产证满五年而且是唯一套住房，免收个税，未满5年成交价的1%",紧挨着芦墅公园，距离吾悦国际仅1500米，出小区200米直接可以上高架,,,,,,,,,,,
1823,环境优美：小区安静优雅，绿化较好，带有休闲设施,170万,15106,钟楼区五星,星悦花都,3室2厅1厨2卫,中楼层 (共34层),112.54㎡,暂无数据,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,暂无数据,2023-06-03,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,三房两卫 全明格局，西边户，视野采光无遮挡，,环境优美：小区安静优雅，绿化较好，带有休闲设施，可在小区花园游玩，十分有情调。交通便利：公交车方向众多，外部道路宽阔，交通十分便利。 生活便利：小区内有，合理分布便利店，生活用品及买菜十分便利，生活轻松。,户型周正，格局分布合理，空间感好，通透性强，居住舒适； 楼层佳，朝向南北，视野开阔，采光透亮,契税 首套房90平以下 1%，90平以上1.5% 二套房90平以下1%，90平以上2% 三套房不论面积统一3% 2增值税： 满两年不论面积 全免 不满二年 收全额的5.6% 3个人所得税： 满两年1% 满五唯一免个人所得税,,,,,,,,,,,,
1824,区域成熟，地铁2号线距离本小区两三个路口，出行方便,55万,9713,钟楼区五星,勤业一二三村,3室2厅1厨2卫,高楼层 (共6层),56.63㎡,暂无数据,暂无数据,板楼,南 北,砖混结构,精装,暂无数据,无,暂无数据,2023-05-10,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房户型周正 ，格局分布合理，空间感好，通透性强,勤业一二三村属于钟楼勤业的板块，是常州经典小区，生活配套设施完善，出行有地铁公交，交通便利，走过一条街是三堡街，历史人文环境好。,,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 美食等，乐于助人，相处和谐,,,,,,,,,,,
1825,花园新村 精装修 拎包入住 两室一厅一卫 随时看房,87万,14549,钟楼区五星,花园新村,2室1厅1厨1卫,高楼层 (共4层),59.8㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,暂无数据,暂无数据,暂无数据,2023-05-17,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房楼层好，视野宽阔，采光充足，配套实施齐全，交通便利。,小区环境优美，配套齐全，居民素质高，交通配套成熟，出行便利，小区安保物业负责，有公园，医院，商场……,,,成熟商圈，配套齐全，银行，医院，饭店，小吃，离市区近，吃喝玩乐都全。,此房业主诚心出售，产权清晰，证件齐全，看房方便，价格还可以协商。,,,,,,,,,,
1826,凯纳商务广场 精装修 交通便利,80万,9322,钟楼区五星,凯纳商务广场,1室1厅1厨1卫,高楼层 (共60层),85.82㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,六梯二十三户,有,暂无数据,2023-04-16,商品房,暂无数据,商住两用,暂无数据,共有,无抵押,未上传房本照片,西新桥 70年产权 精装修 交通便利 采光好,,,税费是以家庭为单位的，如想了解更多税费，可联系房源经纪人，或者看看为您推荐的相似好房！,,,,距BRT站台B1、B10、B12直线距离200米 通江路往南吾悦国际广场3公里，往北万达广场3公里 菜场：西新桥菜场800米 医院：一院二院3公里，小区有招商银行，中国银行，西新桥菜场，万达 吾悦,年轻人，可以作为首套过渡房；中老年人可以作为，养老房；外地户口可以入驻常州；家中有适龄儿童的可以上西新桥的幼儿园。 中老年朋友的晚年选择，菜场便利店方便，年轻人的初次置业选择，总价不高温馨小家,,,,民水,民电,2.45元/m3,
1827,西新桥二村 3室1厅 南,58万,9439,钟楼区五星,西新桥二村,3室1厅1厨1卫,低楼层 (共3层),61.45㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,暂无数据,无,暂无数据,2023-05-12,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
1828,花之园 3室1厅 南,132万,12548,钟楼区五星,花之园,3室1厅1厨1卫,低楼层 (共6层),105.2㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-09-04,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
1829,次新房 龙湖天街 新城物业 中高楼层 户型通透,140万,15079,钟楼区五星,五星星韵城南区,3室2厅1厨1卫,低楼层 (共34层),92.85㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-05-23,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 55万元,未上传房本照片,次新房 龙湖天街 新城物业 中高楼层 户型通透,五星星韵城占地250亩，总建60万方，18-34层的高层住宅。坐拥勤业商圈、酒店、广场、菜场等生活配套一应俱全，五星公园、青枫公园绿肺环抱畅享鲜氧生活，邻龙江高架、多公交覆盖、 2号线瞬间畅达全城。新古典主义建筑风格，赋予沉稳贵气，彰显典雅气质。,,"1、契税：首套房，成交价的1.5％, 二套房，成交价的2% 2、（个税：产证满五年且是房主在本市唯一一套住房，免收个税）此房产证未满5年，缴税成交价的1%",公交：B23、Y1星港路龙江路站，公交258五星平岗站；轨交：地铁2号线五星站;商场：龙湖天街、金地假日广场、大润发勤业店、勤业菜场其他：五星公园、青枫公园、运河景观带..,,,,,,,,,,,
1830,怀德金鹰商圈 近地铁 勤德家园大平层 楼层佳 采光好,295万,13634,钟楼区五星,勤德家园,4室3厅1厨3卫,中楼层 (共21层),216.38㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,精装,两梯两户,有,暂无数据,2023-10-17,商品房,2020-11-11,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,怀德金鹰商圈 近地铁勤德家园大平层 楼层佳 采光好,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 美食等 人文素养好，乐于助人，相处和谐,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.3％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",老勤业板块，配套齐全！ 小区地理位置佳，绿化好，居民素质高，有健身器材，活动场所，建有地上停车场和地下停车库，停车位充足，二十四保安巡逻，菜场，，商场，银行等配套设施齐全，生活方便快捷，交通便利,,,,,,,,,,,
1831,三房中间层，纯毛坯，看房方便看中可谈,200万,18349,钟楼区五星,龙湖龙誉城紫宸,3室2厅1厨2卫,高楼层 (共34层),109㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房户型方正 三室两厅一厨一卫 高楼层 采光充足 配套完善,小区地理位置好 绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 地面人车分流保安：小区内24保安巡逻,,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,小区环境优美，舒适安静，适宜居住，服务有保障。出门即有公交菜场，银行 商场 美食等 人文素养好，乐于助人，相处和谐！配套齐全，公园地铁医院商,,,,,,,
1832,必买好房  龙湖天街旁 家门口的地铁  欢迎看房,323万,18249,钟楼区五星,五星星韵城南区,4室2厅1厨3卫,高楼层 (共32层),177㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-04-26,商品房,2020-08-17,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,必买好房  龙湖天街旁 家门口的地铁  欢迎看房,,,,交通方便，有地铁2号线，离高架也比较近，交通四通八达； 有龙湖天街，宝龙广场； 公园配套，有青枫公园，闲暇时可以到公园散散,房东置换诚心出售欢迎看房  陪看陪签.................,,,适宜对小区物业环境有高要求，龙湖天街旁，娱乐设施齐全，出行要求很方便。,,,,,,,
1833,有电梯花园西村 复式四个大房间 采光很棒 房东诚心卖,200万,11554,钟楼区五星,花园西村东区,4室2厅1厨2卫,高楼层 (共9层),173.11㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-03-04,商品房,2010-02-10,普通住宅,暂无数据,共有,有抵押 30万元,已上传房本照片,复式带电梯。实用面积大，拎包入住，布局合理。,,户型方正，格局分布合理，格局好，通透性强，居住舒适；南北朝向，视野开阔，采光透亮,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%增值税。采光好",,房东目前考虑置换，忍痛出售。价格有来去，房东诚心出售，看房方便，提前预约随时可看,,,,,,,,,,
1834,新城首府二期  前排  采光视野好 店长推荐好房,330万,18432,钟楼区五星,新城首府二期,3室2厅1厨2卫,低楼层 (共31层),179.04㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯三户,有,暂无数据,2023-03-14,商品房,2021-05-22,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,新城首 府二期，高档小区，边户大平层，低调，奢华,,,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",银行，菜场，吾悦国际，万达，奥体，市政府，政务服务 生活交通配套齐全 旁边学 校，公园，周 围会所。,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈。,,,,,,,,,,
1835,朱家村北小区 3室1厅 南 北,117万,12877,钟楼区五星,朱家村北小区,3室1厅1厨2卫,低楼层 (共3层),90.86㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,精装,暂无数据,暂无数据,暂无数据,2023-05-08,商品房,2013-08-21,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,,,,,,,,,,,,,,,,
