,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,税费解析,周边配套,交通出行,小区介绍,装修描述,权属抵押,户型介绍,售房详情,适宜人群,房源核验码,查询房管备案记录,用水类型,用电类型,燃气价格
154,泰盈八千里，紧靠妇幼和清风公园，配套齐全，,170万,14783,钟楼区西林,泰盈八千里,3室2厅1厨1卫,中楼层 (共32层),115㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯六户,有,暂无数据,2020-09-02,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 50万元 建设 客户偿还,未上传房本照片,环境优雅，2满五唯一，3、小区绿化高，得房率高合格,,环境优雅，低密度社区。 2、小区绿化高，让您感受像花园..西林幼儿园：大学商场：万泰广场、上海家具大卖场医院：西林医院邮局：中国邮政银行：江南农村银行其他：西林公园,公交：22路、310路、328路、517路、902路到怀德路西林路站下，向南步行400米。229路到龙江路梅庄路站下，向南步行50米。BRT2号线到怀德路龙江路站下，向西南步行500,,,,客厅.宽敞.大方.使用率高。2、卧室温馨舒客厅.宽敞.大方.使用率高。2、卧室温馨舒适.搭配心怡。3、厨房设施齐全.让美味来的更加轻松适.搭配心怡。3、厨房设施齐全.让美味来的更加轻松,,,,,,,
155,房东诚心出售  小区舒适安静 适宜居住,37万,9250,钟楼区西林,景荟凤凰公寓,1室1厅1厨1卫,中楼层 (共14层),40㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯三十户,有,暂无数据,2021-12-30,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 17万元 客户偿还,未上传房本照片,房东诚心出售    小区内24小时保安小区舒适安静 适宜居住,,配套完善 交通便利 配套齐全，配套成熟，小区安保物业负责，有公园，医院,,小区舒适安静 适宜居住，出门即有公交菜场，银行 美食等小区内24小时保安巡逻,,,,,,,,,,
156,满五唯一2房 全屋品牌家装 保养很好 全天采光,115万,12366,钟楼区西林,泰盈八千里,2室2厅1厨1卫,中楼层 (共22层),93㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-05-25,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,满五唯一朝南通透 无遮挡 楼层好，视野宽阔，采光充足，交通..,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",配套完善 交通便利 小区物业好24安保服务，配套齐全，配套成熟，小区安保物业负责，有公园，医院，商场,,小区内环境优美，干净整洁，楼栋分布均匀，24小时安保，地下停车位,,,,,,,,,,
157,景荟凤凰公寓 两室一厅一卫一厨,45万,7759,钟楼区西林,景荟凤凰公寓,2室1厅1厨1卫,中楼层 (共14层),58㎡,平层,暂无数据,塔楼,南,钢混结构,精装,六梯三十户,有,暂无数据,2021-05-23,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,业主诚心出售，价格便宜看房方便,契税：A首套 90平以下1% B首套 90平以上1.5% C二套90平以下1% D二套90平以上2% E三套都是3%增值税：满两年免征 不满2年权.额征收5.6%个人所得税：不满5年征1%,,,小区生活设施齐，商场、*市、菜市场、银行等，交通便捷；2、小区内有健身器材，小型篮球场，可供小区居民使用；3、小区内停车位充足，建有地上停车场和地下车库；4、小区内24小时保安巡逻。,,,户型周正，格局分布合理，空间感好，通透性强，居住舒适；2、楼层佳，朝向南北，视野开阔，采光透亮,,,,,,,
158,业主现诚心出售，证件齐，欢迎看房，随时恭候,100万,12008,钟楼区西林,泰盈八千里,2室2厅1厨1卫,高楼层 (共18层),83.28㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2021-04-22,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈。,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,042435070936,楼层好，采光好，看房方便欢迎看房，随时恭候,,,
159,精致一居 布局合理 环境清雅 配套齐全 拎包入住 诚售,32万,7805,钟楼区西林,景荟凤凰公寓,1室1厅1厨1卫,高楼层 (共14层),41㎡,平层,暂无数据,塔楼,北,钢混结构,简装,两梯三十户,有,暂无数据,2022-06-29,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,精致一居 布局合理 环境清雅 配套齐全 拎包入住 诚售,首套房90M以下1%、9OM以上1.5二套房90M以下1%、9OM以上2％三套房不论面积统一3%.2、增值税：满二年不论面积全免、不满二年收全额的5%、3、个人所得税：满二年不满5年1%、满五免个人所得税一个点和个税,小区生活设施齐，商场、chao市、菜市场、银行等，交通便捷；2、小区内有健身器材，小型篮球场，可供小区居民使用；3、小区内停车位充足，建有地上停车场和地下车库；4、小区内24小时保安巡逻。,,比邻西林公园 BRT 公交总站配套完善，配套齐全，菜场，公园，一站式服务。,,,,,,,,,,
160,朝南精装大1房，采光很好，位置好，视野开阔，明厨,58万,9929,钟楼区西林,景荟凤凰公寓,1室1厅1厨1卫,中楼层 (共14层),58.42㎡,平层,暂无数据,塔楼,南,钢混结构,精装,六梯三十户,有,暂无数据,2022-06-13,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,朝南精装大1房，采光很好，位置好，视野开阔，明厨,契税： 首套房90M以下1％、90M以上 1.5 二套房90M以下1％、90M以上2％ 三套房不论面积统一3％. 2、 增值税： 满二年不论面积全免、 不满二年收全额的5％、 3、个人所得税： 满二年不满5年1％、 满五免个人所得税 一个点和个税,,,小区生活设施齐，商场、chao市、菜市场、银行等，交通便捷；2、小区内有健身器材，小型篮球场，可供小区居民使用；3、小区内停车位充足，建有地上停车场和地下车库；4、小区内24小时保安巡逻。,朝南精装大1房，采光很好，位置好，视野开阔，干湿分离，明厨，精装修， 随时可入住，室内干净清爽，装修用心，厨房卫生间都很干净,,,,,,,,,
161,朝南精装大1房，采光很好，位置好，视野开阔，明厨,60万,11112,钟楼区西林,景荟凤凰公寓,1室1厅1厨1卫,低楼层 (共14层),54㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,六梯三十户,有,暂无数据,2021-12-13,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 15,未上传房本照片,朝南精装大1房，采光很好，位置好，视野开阔，明厨，拎包入住,契税： 首套房90M以下1％、90M以上 1.5 二套房90M以下1％、90M以上2％ 三套房不论面积统一3％. 2、 增值税： 满二年不论面积全免、 不满二年收全额的5％、 3、个人所得税： 满二年不满5年1％、 满五免个人所得税 一个点和个税,,,小区生活设施齐，商场、chao市、菜市场、银行等，交通便捷；2、小区内有健身器材，小型篮球场，可供小区居民使用；3、小区内停车位充足，建有地上停车场和地下车库；4、小区内24小时保安巡逻。,朝南精装大1房，采光很好，位置好，视野开阔，干湿分离，明厨，精装修， 随时可入住，室内干净清爽，装修用心，厨房卫生间都很干净,,,,,,,,,
162,业主装修19万，诚心出售，西林旁,60万,8709,钟楼区西林,景荟凤凰公寓,2室1厅1厨1卫,中楼层 (共14层),68.9㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,六梯三十户,有,暂无数据,2021-06-18,商品房,暂无数据,商住两用,暂无数据,非共有,有抵押 21万元,未上传房本照片,朝北精装房，户型明亮宽敞，业主诚售，看房方便,契税： 首套房90M以下1％、90M以上 1.5 二套房90M以下1％、90M以上2％ 三套房不论面积统一3％. 2、 增值税： 满二年不论面积全免、 不满二年收全额的5％、 3、个人所得税： 满二年不满5年1％、 满五免个人所得税 一个点和个税,,,小区生活设施齐，商场、菜市场、银行等，交通便捷；2、小区内有健身器材，小型篮球场，可供小区居民使用；3、小区内停车位充足，建有地上停车场和地下车库；4、小区内24小时保安巡逻。,,,朝北精装大1房，采光很好，位置好，视野开阔，干湿分离，明厨，装修好,,,,,商水,商电,2.45元/m3
163,景荟凤凰公寓 新上房源 两室两厅 一厨一卫 看房方便,130万,10834,钟楼区西林,景荟凤凰公寓,2室2厅1厨1卫,低楼层 (共14层),120㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯二十九户,有,暂无数据,2022-02-18,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 39万元,未上传房本照片,业主诚心出售，精装修，没有怎么住过，看房方便。,税费解析： 契税：A首套 90平以下1% B首套 90平以上1.5% C二套90平以下1% D二套90平以上2% E三套都是3%增值税：满两年免征 不满2年权.额征收5.6%个人所得税：不满5年征1%,,,小区生活设施齐，商场、菜市场、银行等，交通便捷；2、小区内有健身器材，小型篮球场，可供小区居民使用；3、小区内停车位充足，建有地上停车场和地下车库；4、小区内24小时保安巡逻。,,,户型周正，格局分布合理，空间感好，通透性强，居住舒适；2、楼层佳，朝向南北，视野开阔，采光透亮,,,,,,,
164,低总价精装两房！小区环境好，交通方便，随时看房,105万,14000,钟楼区西林,泰盈八千里,2室2厅1厨1卫,低楼层 (共32层),75㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯六户,有,暂无数据,2022-05-04,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,低总价精装两房！小区环境好，交通方便，随时看房,首套房90平以下 1%，90平以上1.5%，二套房90平以下1%，90平以上2%，名下第三套房契税3%2、增值税：满两年不征收，不满二年且备案时间是17年4月9号之前，需缴纳5.3%的增值税方可过户。3个人所得税：满两年1%，满五年唯一，免个人所得税,,环保自行车 brt快速公交 龙江高架和怀德南路 公交站点包 ： 泰盈八千里位于钟楼区怀德南路55号，总建筑面积为66万方。项目基本以高层为主，建筑以板楼为主，以BLOCK空间围合，配上各个主题的 泰盈八千里位于钟楼区怀德南路55号，总建筑面积为66万方。,泰盈八千里位于钟楼区怀德南路55号，总建筑面积为66万方。项目基本以高层为主，建筑以板楼为主，以BLOCK空间围合，配上各个主题的园林景观，丰富了视野的层次感。建筑立面风格是以现代风格为主，但是在材料选用，细部刻画上，沿袭了欧洲学院派的严谨设计手,,,,,,,,,,
165,新上一房，总价低，看房方便，看中可谈,70万,13923,钟楼区西林,泰盈八千里,1室1厅1厨1卫,中楼层 (共32层),50.28㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯六户,有,暂无数据,2023-05-17,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 1万元 业主自还,未上传房本照片,楼层不是很低，采光佳，此房满五，餐厅客厅一体呈现,,北边，东边，南边是商*各种配套，西边是孩子培训机构，南边不*就是菜场,东临龙江路高架，东边就是公交站台，北边就是常州BRT，西边是公交枢纽,小区内环境优美，干净整洁，楼栋分布均匀，24小时安保，地下停车位,,,,,,,,,,
166,精装修两房 自住保养很好 非顶楼,130万,18264,钟楼区西林,泰盈八千里,2室1厅1厨1卫,高楼层 (共27层),71.18㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2022-08-28,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,精装修两房 自住保养很好 非顶楼,1.契税：首套房90㎡以下 1%，90㎡以上1.5%；二套房90㎡以下1%，90㎡以上2%；三套房不论面积统一3%。2.增值税： 满两年免缴；不限售且不满二年的5.6%。 3.个人所得税： 满两年1%；满五唯一免缴,,公交：22路、310路、328路、517路、902路到怀德路西林路站下，向南步行400米。229路到龙江路梅庄路站下，向南步行50米。BRT2号线到怀德路龙江路站下，向西南步行500米。,泰盈集团于1994年在香港注册成立，现总部设于广州。泰盈集团旗下专注于物业管理与服务的独立子公司——香港瑞泰联行国际物业服务有限公司（简称瑞泰联行）于1995年成立，目前拥有一支勤业、敬业、专业、用心的员工队伍。,,,在户型设计上：采用是方正实用，南北对流、多阳台及空中花园，通风采光好，实用率高。特色的阳台以及漂窗的用心的设置大大提高了空间功能性和使用率，同时也提升了空间布局的趣味性和标志性。使您的利益得到了Z大化的保障。,,,,,,,
167,泰盈八千里精装2房  小高层采光好  房东诚心出售,120万,13637,钟楼区西林,泰盈八千里,2室2厅1厨1卫,中楼层 (共20层),88㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2021-12-14,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 60万元 客户偿还,未上传房本照片,"格局方正严谨全明气派尊贵户型,房东诚心出售",存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取,,,,,,,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住。即买即享受。 论一位经纪人的自我修养，此房源值得推荐。,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住。即买即享受。 论一位经纪人的自我修养，此房源值得推荐。,,,,,
