,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,小区介绍,户型介绍,税费解析,周边配套,交通出行,房源核验码,查询房管备案记录,售房详情,权属抵押,装修描述,适宜人群,别墅类型,用水类型,用电类型,燃气价格
1151,金谷花园  精装3房2卫  房东诚心出售  价格可以谈的,130万,9904,钟楼区永红,金谷花园,3室2厅1厨2卫,高楼层 (共6层),131.27㎡,暂无数据,暂无数据,板楼,南 北,砖混结构,精装,暂无数据,暂无数据,暂无数据,2023-05-29,商品房,2003-01-17,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,小区介绍： 此小区成熟小区。区内有大型运动健身器材，楼下有公园，门口就是公交站,"：
荆川公园，大润发，门口BAT站台，共享单车。花园菜场，生活方便设施全.",,,"税费解析： 税费解析： 税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,042464001634,房空间大，户型方正视眼开阔，采光好明亮,,,,,,,,
1152,优质户型 ，通透格局，前排别墅无遮挡，实用率大。,198.8万,10182,钟楼区永红,紫荆苑(钟楼区),5室3厅1厨3卫,高楼层 (共4层),195.25㎡,暂无数据,暂无数据,板塔结合,南 北,砖混结构,精装,暂无数据,暂无数据,暂无数据,2022-05-13,商品房,2013-08-27,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,小区环境优美，舒适安静，适宜居住，出门有公交，菜场，银行，美食等，生活配套齐全。,"：
荆川公园 清潭菜场 华联， 新怡华，中国银行 建设银行 海王星辰药店 三鲜美食城等",,,1、契税：90平米以下成交价1%，90平米以上成交价的1.5%，二套房90平米以上成交价的2%，三套房成交价的3%，2、增值税：房产证满二年免征增值税，未满2年征收5.3%的税，3、个税：房产证满五唯一，免收个税，满五不唯一收1%的税。,,042441395903,优质户型 ，通透格局，前排别墅无遮挡，实用率大,,,,,,,,
1153,此房户型方正，通透明亮，阳台视野宽阔，采光很好,179万,15555,钟楼区永红,百大康桥,3室2厅1厨1卫,高楼层 (共34层),115.08㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,毛坯,两梯三户,有,暂无数据,2022-11-28,商品房,2017-05-08,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,小区环境优美，配套齐全，居民素质高，交通配套成熟，出行便利，小区安保物业负责，有公园，医院，商场， 等等,此房业主诚心出售，产权清晰，证件齐全，看房方便，价格还可以协商。,,,,,042409879164,此房户型方正，通透明亮，阳台视野宽阔，采光很好,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%",,,,,,,
1154,教科院旁桂花园两南户型总价低房东诚心出售带刀来砍,105万,12662,钟楼区永红,桂花园,2室2厅1厨1卫,低楼层 (共24层),82.93㎡,暂无数据,82.93㎡,板塔结合,南,钢混结构,简装,两梯五户,有,暂无数据,2023-04-26,商品房,2019-12-07,普通住宅,满两年,共有,有抵押,已上传房本照片,两房朝南，客厅宽敞大方，明亮通透，采光充足，配套设施齐全。,小区环境优美，舒适安静 适宜居住，出门即有公交，菜场，银行 美食等 人文素养好，乐于助人，相处和谐,客厅宽敞大方，明亮通透，采光效果好，使用率高。卧室温馨舒适.,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,,,,,,
1155,河阳花苑，采光好，小高层，通透户型，配套齐全。,123万,11728,钟楼区永红,河阳花苑,2室2厅1厨1卫,中楼层 (共16层),104.88㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-07-14,商品房,2018-12-20,普通住宅,暂无数据,共有,无抵押,已上传房本照片,此房优质户型，低总价，通透格局，楼层好，视野宽..,小区环境优美，舒适安静 适宜居住，出门即有公交，菜场，银行  美食等 人文素养好，乐于助人，相处和谐,客厅宽敞大方，明亮通透，采光效果好，使用率高。卧室温馨舒适. 厨房设施齐全，家用电器设施齐全,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,,,,,,
1156,户型方正，采光通风好，视野开阔，中间楼层。,75万,10595,钟楼区永红,花园南村东区,2室1厅1厨1卫,中楼层 (共7层),70.79㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,暂无数据,无,暂无数据,2023-09-20,商品房,2008-08-29,普通住宅,暂无数据,共有,无抵押,已上传房本照片,1、户型方正，格局分布合理，空间感好，通透性强，居住舒适 2、楼层佳，采光好，南北朝向，采光充足。3、小区环境优美，内有健身器材和娱乐广场，物业服务态度好。,,诚心出售，价格可以再谈，欢迎看房，随时恭候本公司经过层层筛选，房东委托挂牌，诚心出售，价格以房东为主，产权清晰。无任何纠纷.放心考虑,,,,042455611821,户型方正，采光通风好，视野开阔，中间楼层。,1：契税：首套房90平米以下1%，90平米以下1.5%；二套房90平米以下1%，90平米以上2%。3套及以上不论面积统一3% 2：增值税：满两年免征。不满两年5.3% 3：个人所得税：除满五唯一免征外，其他均按全额的1%征收。,,,,,,,
1157,路劲雅居乐城市万象3-2-1-1 89.18m² 东边户,145万,16260,钟楼区永红,路劲雅居乐城市万象,3室2厅1厨1卫,低楼层 (共20层),89.18㎡,暂无数据,暂无数据,板楼,东南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-10-15,商品房,2021-10-01,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,东边户，前排采光充足，没有遮挡，视野好,新楼盘，小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 市 美食等 人文素养好，乐于助人，相处和谐,,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,路劲城市印象属于钟楼区永红街道，西侧龙江高架，南面是中吴大道，北面是清潭西路。东南西北贯穿新北、武进、钟楼、天宁，出行方便,,,,,,,,,,
1158,诚心出售，随时看房，看房方便，价格可谈,65万,9626,天宁区永红,工人新村(天宁区),2室1厅1厨1卫,中楼层 (共6层),67.53㎡,暂无数据,暂无数据,板塔结合,南,框架结构,简装,暂无数据,无,暂无数据,2023-05-14,商品房,2009-04-28,普通住宅,暂无数据,共有,无抵押,已上传房本照片,此房位置好，南北空气对流，楼层好，采光无遮挡，两房朝南。,,,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%。",,,,,此房业主诚心出售，产权清晰，证件齐全，看房方便，价格还可以协商。,此房无抵押，无查封，产权清晰，可以立即过户。房东诚心出售，价钱可谈。,,,,,,
1159,上书房洋房  三房朝南  毛坯 前后双阳台  楼层好,280万,21117,钟楼区永红,上书房,3室2厅1厨2卫,中楼层 (共11层),132.6㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2021-01-30,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,优质户型 采光好，通透格局，楼层好，实用率大，交通方便，,小区环境优美  人车分流，采用中式园林建筑风格，景观绿化优美，鸟语花香，环境宜人。,,1、契税：90平米以下成交价1%，90平米以上成交价的1.5%，二套房90平米以上成交价的2%，三套房成交价的3%，2、增值税：房产证满二年免征增值税，未满2年征收5.3%的税，3、个税：房产证满五唯一，免收个税，满五不唯一收1%的税。,荆川公园 清潭菜场 华联*市 新怡华*市，中国银行 建设银行 海王星辰药店 永红医院 激光医院 三鲜美食城等,,,,,,,,,,,
1160,国仕九礼路劲雅居乐学仕花园洋房中间楼层毛坯交付,308万,22482,钟楼区永红,路劲雅居乐国仕九礼,3室2厅1厨2卫,中楼层 (共6层),137㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-03-18,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 150万元,未上传房本照片,此房楼层好，采光足，纯毛坯，房东诚心出售，多层洋房,路劲地产，路劲物业，24小时保安执勤，小区人车分流，环境优美，适宜居住。,,,3公里范围内荆川公园，西林公园；菜场：陈渡菜场，花园菜场；商场：弘阳广场，龙湖天街；医疗配套：妇幼保健院，永红卫生所所，清潭社区卫生所。,,,,,,毛坯房，装修可按自己喜欢的风格，楼层好，户型通透，房东诚心出售，价格可谈。,,,,,
1161,学仕花园，标准洋房，户型方正，南北通透，优质配套。,388万,24714,钟楼区永红,路劲雅居乐国仕九礼,3室2厅1厨3卫,中楼层 (共8层),157㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-09-19,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,学仕花园，标准洋房，户型方正，南北通透，优质配套。,,,目前契税政策: 首套:90平米以下1%，90平米以上1.5% 二套: 90平米以下1%，90平米以上2% 三套及以上:3% 增值税: 满2年免征 不满2年全额5.3% 个人所得税: 满5年并且是唯一住房可以免征，其他情况均为全额的1%,,,,,此房南北通透，纯洋房一梯一户，纯毛坯，房东诚心出售，价格有来去，,,,,,,,
1162,路劲雅居乐国仕九礼 3室2厅 南 北,390万,23494,钟楼区永红,路劲雅居乐国仕九礼,3室2厅1厨3卫,中楼层 (共16层),166㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,精装,暂无数据,暂无数据,暂无数据,2022-10-28,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 170万元 客户偿还,未上传房本照片,,,,,,,,,,,,,,,,
1163,钟楼教育港位置好 万科大品牌 22年交付新小区,260万,18182,钟楼区永红,万科四季都会,3室2厅1厨2卫,高楼层 (共18层),143㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,毛坯,两梯两户,有,暂无数据,2023-07-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,钟楼教育港位置好 万科大品牌 22年交付新小区,22年底交付的新小区，是万科在皇粮浜湿地公园旁打造的品质小区，一线水岸美宅。小区共有10幢16-18层的小高层和7幢24-27层的瞰景高层，面积段从90-143㎡不等。,,,万科四季都会：近揽弘阳广场、宝龙广场、龙湖天街等，地铁4号线（规划）、5号线（规划）站点，全新城市封面繁华崛起。,中吴大道贯穿常州东西，龙江路高架贯穿常州全城，规划地铁5号线,,,,,,,,,,
1164,玉兰苑四室 小区环境优美 配套成熟,160万,11765,钟楼区永红,玉兰苑,3室2厅1厨2卫,低楼层 (共6层),136㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,暂无数据,无,暂无数据,2023-11-03,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 100万元,未上传房本照片,此房户型方正，通透明亮，阳台视野宽阔，采光很好,,,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",小区环境优美，配套齐全，居民素质高，交通配套成熟，出行便利，小区安保物业负责，有公园.医院，商场， 等等.,,,,此房业主诚心出售，产权清晰，证件齐全，看房方便，价格还可以协商,,,,,,,
1165,优质户型 ，通透格局，小区环境优美，生活配套齐全。,195万,14234,钟楼区永红,紫荆苑(钟楼区),4室2厅1厨2卫,中楼层 (共7层),137㎡,暂无数据,暂无数据,板塔结合,南 北,砖混结构,精装,暂无数据,无,暂无数据,2023-11-01,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,优质户型 ，通透格局，小区环境优美，生活配套齐全。,小区环境优美，舒适安静，适宜居住，出门有公交，菜场，银行，美食等，生活配套齐全,,"：
1、契税：90平米以下成交价1%，90平米以上成交价的1.5%，二套房90平米以上成交价的2%，三套房成交价的3%，2、增值税：房产证满二年免征增值税，未满2年征收5.3%的税，3、个税：房产证满五唯一，免收个税，满五不唯一收1%的税。","：
荆川公园 清潭菜场 华联， 新怡华，中国银行 建设银行 海王星辰药店 三鲜美食城等",,,,,,,,,,,
